BELNR,BUKRS,GJAHR,BUZEI,KUNNR,BLART,BLDAT,BUDAT,FAEDT,AUGDT,DMBTR,WAERS,SHKZG,ZTERM
1800002716,1000,2023,001,C000082,DR,2023-08-14,2023-08-14,2023-08-28,2023-09-17,18085.68,USD,S,NT14
1800002717,1000,2023,001,C000059,DR,2023-04-12,2023-04-12,2023-04-26,2023-05-02,23451.3,USD,S,NT14
1800002718,1000,2022,001,C000068,DR,2022-01-24,2022-01-24,2022-03-10,2022-03-16,71838.95,USD,S,NT45
1800002719,1000,2021,001,C000169,DR,2021-03-10,2021-03-10,2021-04-09,2021-04-11,207611.44,USD,S,NT30
1800002720,1000,2021,001,C000061,DR,2021-05-09,2021-05-09,2021-06-08,2021-06-08,228837.23,USD,S,NT30
1800002721,1000,2022,001,C000074,DR,2022-03-20,2022-03-20,2022-06-18,2022-06-19,87675.72,USD,S,NT90
1800002722,1000,2023,001,C000078,DR,2023-03-18,2023-03-18,2023-04-17,2023-05-12,69850.45,USD,S,NT30
1800002723,1000,2021,001,C000185,DR,2021-08-15,2021-08-15,2021-09-14,2021-09-20,151984.49,USD,S,NT30
1800002724,1000,2024,001,C000120,DR,2024-03-06,2024-03-06,2024-04-05,2024-04-05,49436.77,USD,S,NT30
1800002725,1000,2022,001,C000111,DR,2022-01-04,2022-01-04,2022-01-18,2022-01-28,232498.75,USD,S,NT14
1800002726,1000,2022,001,C000150,DR,2022-07-15,2022-07-15,2022-08-14,2022-08-26,144151.77,USD,S,NT30
1800002727,1000,2021,001,C000056,DR,2021-01-02,2021-01-02,2021-01-16,2021-01-21,66015.77,USD,S,NT14
1800002728,1000,2022,001,C000039,DR,2022-06-29,2022-06-29,2022-07-29,2022-07-30,102376.52,USD,S,NT30
1800002729,1000,2022,001,C000179,DR,2022-02-24,2022-02-24,2022-04-10,2022-04-13,27509.77,USD,S,NT45
1800002730,1000,2022,001,C000106,DR,2022-09-08,2022-09-08,2022-10-08,2022-10-17,19024.11,USD,S,NT30
1800002731,1000,2023,001,C000130,DR,2023-01-23,2023-01-23,2023-03-24,2023-03-26,74268.7,USD,S,NT60
1800002732,1000,2021,001,C000026,DR,2021-06-26,2021-06-26,2021-08-10,2021-08-10,236806.85,USD,S,NT45
1800002733,1000,2021,001,C000194,DR,2021-12-01,2021-12-01,2022-03-01,2022-03-17,200932.62,USD,S,NT90
1800002734,1000,2022,001,C000057,DR,2022-01-27,2022-01-27,2022-02-26,2022-03-01,239220.63,USD,S,NT30
1800002735,1000,2023,001,C000074,DR,2023-05-21,2023-05-21,2023-08-19,2023-08-21,219152.15,USD,S,NT90
1800002736,1000,2022,001,C000120,DR,2022-02-10,2022-02-10,2022-03-12,2022-03-20,203473.69,USD,S,NT30
1800002737,1000,2021,001,C000016,DR,2021-05-24,2021-05-24,2021-07-23,2021-08-02,144148.58,USD,S,NT60
1800002738,1000,2022,001,C000116,DR,2022-02-17,2022-02-17,2022-04-03,2022-04-16,173853.77,USD,S,NT45
1800002739,1000,2023,001,C000135,DR,2023-11-20,2023-11-20,2024-02-18,2024-02-19,241547.81,USD,S,NT90
1800002740,1000,2021,001,C000089,DR,2021-05-12,2021-05-12,2021-07-11,2021-07-11,141228.98,USD,S,NT60
1800002741,1000,2023,001,C000141,DR,2023-08-18,2023-08-18,2023-11-16,2023-12-01,192721.83,USD,S,NT90
1800002742,1000,2022,001,C000187,DR,2022-05-19,2022-05-19,2022-07-03,2022-07-07,240348.44,USD,S,NT45
1800002743,1000,2023,001,C000122,DR,2023-07-16,2023-07-16,2023-07-30,2023-07-29,115253.26,USD,S,NT14
1800002744,1000,2023,001,C000078,DR,2023-07-13,2023-07-13,2023-08-12,2023-09-05,147119.8,USD,S,NT30
1800002745,1000,2024,001,C000187,DR,2024-04-20,2024-04-20,2024-06-04,2024-06-29,29950.81,USD,S,NT45
1800002746,1000,2022,001,C000191,DR,2022-11-20,2022-11-20,2023-02-18,2023-04-07,158781.79,USD,S,NT90
1800002747,1000,2021,001,C000170,DR,2021-02-05,2021-02-05,2021-02-19,2021-02-20,248555.31,USD,S,NT14
1800002748,1000,2021,001,C000036,DR,2021-09-01,2021-09-01,2021-10-01,2021-10-08,169551.33,USD,S,NT30
1800002749,1000,2022,001,C000144,DR,2022-08-24,2022-08-24,2022-10-23,2022-10-23,58252.6,USD,S,NT60
1800002750,1000,2022,001,C000061,DR,2022-11-25,2022-11-25,2022-12-25,2022-12-23,79616.94,USD,S,NT30
1800002751,1000,2022,001,C000065,DR,2022-11-29,2022-11-29,2022-12-29,2023-01-11,129609.55,USD,S,NT30
1800002752,1000,2024,001,C000109,DR,2024-04-07,2024-04-07,2024-07-06,,208212.08,USD,S,NT90
1800002753,1000,2022,001,C000028,DR,2022-12-23,2022-12-23,2023-03-23,2023-04-20,24159.35,USD,S,NT90
1800002754,1000,2021,001,C000097,DR,2021-03-29,2021-03-29,2021-05-28,2021-06-02,168750.78,USD,S,NT60
1800002755,1000,2024,001,C000159,DR,2024-05-07,2024-05-07,2024-07-06,2024-07-09,205447.6,USD,S,NT60
1800002756,1000,2022,001,C000023,DR,2022-09-03,2022-09-03,2022-10-18,2022-10-24,19931.18,USD,S,NT45
1800002757,1000,2023,001,C000082,DR,2023-07-17,2023-07-17,2023-07-31,2023-08-17,232917.66,USD,S,NT14
1800002758,1000,2023,001,C000103,DR,2023-07-19,2023-07-19,2023-09-02,2023-10-12,89030.94,USD,S,NT45
1800002759,1000,2023,001,C000010,DR,2023-10-27,2023-10-27,2023-12-11,2023-12-31,223684.75,USD,S,NT45
1800002760,1000,2022,001,C000090,DR,2022-01-05,2022-01-05,2022-03-06,2022-03-29,236832.41,USD,S,NT60
1800002761,1000,2023,001,C000006,DR,2023-07-14,2023-07-14,2023-08-28,2023-08-28,171093.72,USD,S,NT45
1800002762,1000,2023,001,C000085,DR,2023-07-26,2023-07-26,2023-09-24,2023-10-16,227571.94,USD,S,NT60
1800002763,1000,2021,001,C000019,DR,2021-05-22,2021-05-22,2021-06-05,2021-06-09,125250.84,USD,S,NT14
1800002764,1000,2024,001,C000115,DR,2024-02-17,2024-02-17,2024-05-17,2024-06-01,50716.97,USD,S,NT90
1800002765,1000,2024,001,C000177,DR,2024-04-21,2024-04-21,2024-07-20,2024-07-25,184121.84,USD,S,NT90
1800002766,1000,2021,001,C000151,DR,2021-01-31,2021-01-31,2021-04-01,2021-04-12,218312.88,USD,S,NT60
1800002767,1000,2021,001,C000145,DR,2021-04-28,2021-04-28,2021-05-12,2021-05-14,52487.88,USD,S,NT14
1800002768,1000,2022,001,C000148,DR,2022-10-23,2022-10-23,2022-12-07,2022-12-19,51488.87,USD,S,NT45
1800002769,1000,2022,001,C000138,DR,2022-08-22,2022-08-22,2022-09-21,2022-09-25,63174.16,USD,S,NT30
1800002770,1000,2021,001,C000182,DR,2021-07-09,2021-07-09,2021-07-23,2021-08-09,155030.63,USD,S,NT14
1800002771,1000,2024,001,C000006,DR,2024-01-15,2024-01-15,2024-02-29,2024-03-05,39842.9,USD,S,NT45
1800002772,1000,2024,001,C000132,DR,2024-02-09,2024-02-09,2024-02-23,2024-02-24,27565.63,USD,S,NT14
1800002773,1000,2022,001,C000197,DR,2022-07-09,2022-07-09,2022-08-08,2022-09-04,169277.22,USD,S,NT30
1800002774,1000,2022,001,C000068,DR,2022-12-27,2022-12-27,2023-02-10,2023-02-12,166192.6,USD,S,NT45
1800002775,1000,2022,001,C000108,DR,2022-10-31,2022-10-31,2022-11-14,2023-01-11,191296.81,USD,S,NT14
1800002776,1000,2023,001,C000087,DR,2023-01-02,2023-01-02,2023-03-03,2023-03-09,135827.01,USD,S,NT60
1800002777,1000,2023,001,C000153,DR,2023-11-22,2023-11-22,2024-01-21,2024-01-22,11523.52,USD,S,NT60
1800002778,1000,2024,001,C000160,DR,2024-04-20,2024-04-20,2024-07-19,2024-07-25,121090.73,USD,S,NT90
1800002779,1000,2022,001,C000158,DR,2022-10-21,2022-10-21,2022-12-05,2022-12-04,155546.2,USD,S,NT45
1800002780,1000,2022,001,C000116,DR,2022-03-04,2022-03-04,2022-04-18,2022-04-30,123592.75,USD,S,NT45
1800002781,1000,2023,001,C000007,DR,2023-08-03,2023-08-03,2023-11-01,2023-11-17,246354.97,USD,S,NT90
1800002782,1000,2023,001,C000069,DR,2023-03-28,2023-03-28,2023-05-12,2023-05-14,224352.94,USD,S,NT45
1800002783,1000,2022,001,C000097,DR,2022-01-12,2022-01-12,2022-03-13,2022-03-16,217323.44,USD,S,NT60
1800002784,1000,2024,001,C000125,DR,2024-01-20,2024-01-20,2024-02-19,2024-02-20,123210.53,USD,S,NT30
1800002785,1000,2024,001,C000155,DR,2024-01-25,2024-01-25,2024-03-25,2024-04-27,229085.7,USD,S,NT60
1800002786,1000,2023,001,C000072,DR,2023-08-27,2023-08-27,2023-10-11,2023-10-13,70786.39,USD,S,NT45
1800002787,1000,2024,001,C000149,DR,2024-04-23,2024-04-23,2024-05-07,2024-05-11,56301.1,USD,S,NT14
1800002788,1000,2023,001,C000172,DR,2023-01-21,2023-01-21,2023-03-07,2023-03-28,144589.63,USD,S,NT45
1800002789,1000,2021,001,C000019,DR,2021-09-16,2021-09-16,2021-09-30,2021-10-19,14482.89,USD,S,NT14
1800002790,1000,2022,001,C000031,DR,2022-09-12,2022-09-12,2022-12-11,2022-12-14,200018.21,USD,S,NT90
1800002791,1000,2022,001,C000197,DR,2022-03-05,2022-03-05,2022-04-04,2022-04-12,135651.22,USD,S,NT30
1800002792,1000,2024,001,C000173,DR,2024-06-11,2024-06-11,2024-06-25,2024-06-29,126116.33,USD,S,NT14
1800002793,1000,2024,001,C000164,DR,2024-06-02,2024-06-02,2024-08-01,2024-08-01,99035.51,USD,S,NT60
1800002794,1000,2023,001,C000023,DR,2023-08-05,2023-08-05,2023-09-19,2023-09-19,171898.32,USD,S,NT45
1800002795,1000,2021,001,C000164,DR,2021-11-12,2021-11-12,2022-01-11,2022-01-17,44525.29,USD,S,NT60
1800002796,1000,2022,001,C000198,DR,2022-08-17,2022-08-17,2022-11-15,2022-11-18,244150.29,USD,S,NT90
1800002797,1000,2023,001,C000156,DR,2023-01-18,2023-01-18,2023-02-17,2023-02-19,174862.9,USD,S,NT30
1800002798,1000,2021,001,C000078,DR,2021-02-17,2021-02-17,2021-03-19,2021-03-24,172613.43,USD,S,NT30
1800002799,1000,2023,001,C000006,DR,2023-10-26,2023-10-26,2023-12-10,2023-12-10,3943.17,USD,S,NT45
1800002800,1000,2022,001,C000182,DR,2022-07-14,2022-07-14,2022-07-28,2022-08-11,53477.34,USD,S,NT14
1800002801,1000,2023,001,C000090,DR,2023-01-18,2023-01-18,2023-03-19,2023-04-21,82033.61,USD,S,NT60
1800002802,1000,2022,001,C000046,DR,2022-01-28,2022-01-28,2022-03-29,2022-04-04,153581.75,USD,S,NT60
1800002803,1000,2024,001,C000026,DR,2024-02-04,2024-02-04,2024-03-20,2024-03-19,65665.49,USD,S,NT45
1800002804,1000,2023,001,C000181,DR,2023-03-05,2023-03-05,2023-05-04,2023-05-04,137592.29,USD,S,NT60
1800002805,1000,2022,001,C000138,DR,2022-06-28,2022-06-28,2022-07-28,2022-07-28,60047.65,USD,S,NT30
1800002806,1000,2023,001,C000011,DR,2023-04-08,2023-04-08,2023-05-23,2023-05-24,118365.0,USD,S,NT45
1800002807,1000,2022,001,C000021,DR,2022-10-25,2022-10-25,2023-01-23,2023-01-25,153657.93,USD,S,NT90
1800002808,1000,2021,001,C000005,DR,2021-07-01,2021-07-01,2021-07-15,2021-07-30,92115.11,USD,S,NT14
1800002809,1000,2021,001,C000117,DR,2021-07-15,2021-07-15,2021-09-13,2021-09-20,125193.73,USD,S,NT60
1800002810,1000,2021,001,C000012,DR,2021-05-16,2021-05-16,2021-05-30,2021-05-31,53422.59,USD,S,NT14
1800002811,1000,2023,001,C000165,DR,2023-05-03,2023-05-03,2023-07-02,2023-07-04,175477.44,USD,S,NT60
1800002812,1000,2021,001,C000069,DR,2021-05-23,2021-05-23,2021-07-07,2021-07-09,93705.1,USD,S,NT45
1800002813,1000,2022,001,C000033,DR,2022-04-12,2022-04-12,2022-04-26,2022-04-28,213727.2,USD,S,NT14
1800002814,1000,2022,001,C000188,DR,2022-10-31,2022-10-31,2022-12-15,2022-12-16,70627.75,USD,S,NT45
1800002815,1000,2024,001,C000133,DR,2024-05-12,2024-05-12,2024-06-11,2024-06-21,45792.42,USD,S,NT30
1800002816,1000,2021,001,C000007,DR,2021-10-18,2021-10-18,2022-01-16,2022-01-23,33653.65,USD,S,NT90
1800002817,1000,2022,001,C000014,DR,2022-09-01,2022-09-01,2022-10-16,2022-10-16,144397.29,USD,S,NT45
1800002818,1000,2023,001,C000022,DR,2023-01-22,2023-01-22,2023-03-08,2023-03-24,25867.57,USD,S,NT45
1800002819,1000,2022,001,C000178,DR,2022-11-30,2022-11-30,2022-12-14,2022-12-14,68217.33,USD,S,NT14
1800002820,1000,2024,001,C000193,DR,2024-04-27,2024-04-27,2024-06-11,2024-06-22,59715.49,USD,S,NT45
1800002821,1000,2024,001,C000123,DR,2024-01-20,2024-01-20,2024-04-19,2024-04-19,108622.47,USD,S,NT90
1800002822,1000,2023,001,C000102,DR,2023-02-15,2023-02-15,2023-04-01,2023-03-29,95839.96,USD,S,NT45
1800002823,1000,2021,001,C000074,DR,2021-12-29,2021-12-29,2022-03-29,2022-03-29,37315.09,USD,S,NT90
1800002824,1000,2021,001,C000049,DR,2021-05-03,2021-05-03,2021-07-02,2021-07-18,239827.83,USD,S,NT60
1800002825,1000,2022,001,C000163,DR,2022-07-25,2022-07-25,2022-10-23,2022-10-29,38237.47,USD,S,NT90
1800002826,1000,2023,001,C000112,DR,2023-01-17,2023-01-17,2023-01-31,2023-02-20,201611.42,USD,S,NT14
1800002827,1000,2023,001,C000102,DR,2023-01-21,2023-01-21,2023-03-07,2023-03-07,44975.21,USD,S,NT45
1800002828,1000,2021,001,C000077,DR,2021-10-27,2021-10-27,2021-12-11,2021-12-07,125399.86,USD,S,NT45
1800002829,1000,2021,001,C000027,DR,2021-05-03,2021-05-03,2021-05-17,2021-05-19,248894.88,USD,S,NT14
1800002830,1000,2024,001,C000194,DR,2024-04-30,2024-04-30,2024-07-29,2024-08-11,212498.09,USD,S,NT90
1800002831,1000,2021,001,C000069,DR,2021-05-14,2021-05-14,2021-06-28,2021-06-25,129734.74,USD,S,NT45
1800002832,1000,2022,001,C000116,DR,2022-12-01,2022-12-01,2023-01-15,2023-02-06,180419.52,USD,S,NT45
1800002833,1000,2024,001,C000163,DR,2024-01-10,2024-01-10,2024-04-09,2024-04-13,196547.9,USD,S,NT90
1800002834,1000,2023,001,C000047,DR,2023-12-06,2023-12-06,2024-01-05,2024-01-14,75708.51,USD,S,NT30
1800002835,1000,2024,001,C000040,DR,2024-03-16,2024-03-16,2024-03-30,2024-04-19,142390.8,USD,S,NT14
1800002836,1000,2022,001,C000015,DR,2022-12-23,2022-12-23,2023-01-06,2023-01-08,100202.07,USD,S,NT14
1800002837,1000,2021,001,C000042,DR,2021-02-05,2021-02-05,2021-04-06,2021-04-10,172945.25,USD,S,NT60
1800002838,1000,2023,001,C000128,DR,2023-07-17,2023-07-17,2023-08-31,2023-09-03,15949.06,USD,S,NT45
1800002839,1000,2024,001,C000072,DR,2024-06-16,2024-06-16,2024-07-31,2024-08-02,203640.7,USD,S,NT45
1800002840,1000,2024,001,C000021,DR,2024-06-24,2024-06-24,2024-09-22,2024-09-22,119658.32,USD,S,NT90
1800002841,1000,2022,001,C000033,DR,2022-11-13,2022-11-13,2022-11-27,2022-12-03,157835.69,USD,S,NT14
1800002842,1000,2022,001,C000137,DR,2022-07-27,2022-07-27,2022-08-10,2022-08-30,84329.48,USD,S,NT14
1800002843,1000,2021,001,C000048,DR,2021-12-10,2021-12-10,2021-12-24,2021-12-27,90879.54,USD,S,NT14
1800002844,1000,2021,001,C000075,DR,2021-08-25,2021-08-25,2021-10-09,2021-10-14,140527.16,USD,S,NT45
1800002845,1000,2021,001,C000010,DR,2021-04-20,2021-04-20,2021-06-04,2021-06-14,233029.3,USD,S,NT45
1800002846,1000,2022,001,C000136,DR,2022-01-17,2022-01-17,2022-03-18,2022-03-24,65170.99,USD,S,NT60
1800002847,1000,2023,001,C000011,DR,2023-11-21,2023-11-21,2024-01-05,2024-01-03,5939.0,USD,S,NT45
1800002848,1000,2024,001,C000017,DR,2024-02-19,2024-02-19,2024-05-19,2024-05-27,31188.13,USD,S,NT90
1800002849,1000,2022,001,C000199,DR,2022-03-29,2022-03-29,2022-04-12,2022-05-14,240816.02,USD,S,NT14
1800002850,1000,2024,001,C000100,DR,2024-04-02,2024-04-02,2024-07-01,2024-07-30,144397.72,USD,S,NT90
1800002851,1000,2021,001,C000133,DR,2021-12-17,2021-12-17,2022-01-16,2022-01-13,162633.61,USD,S,NT30
1800002852,1000,2022,001,C000196,DR,2022-06-19,2022-06-19,2022-07-03,2022-07-04,44460.17,USD,S,NT14
1800002853,1000,2023,001,C000190,DR,2023-01-20,2023-01-20,2023-02-03,2023-02-05,195296.97,USD,S,NT14
1800002854,1000,2024,001,C000196,DR,2024-06-29,2024-06-29,2024-07-13,2024-07-15,89422.15,USD,S,NT14
1800002855,1000,2021,001,C000145,DR,2021-01-19,2021-01-19,2021-02-02,2021-02-05,168625.02,USD,S,NT14
1800002856,1000,2022,001,C000175,DR,2022-02-14,2022-02-14,2022-05-15,2022-05-19,122385.94,USD,S,NT90
1800002857,1000,2022,001,C000038,DR,2022-01-02,2022-01-02,2022-03-03,2022-03-07,184395.02,USD,S,NT60
1800002858,1000,2021,001,C000138,DR,2021-06-24,2021-06-24,2021-07-24,2021-07-30,222518.48,USD,S,NT30
1800002859,1000,2021,001,C000057,DR,2021-07-07,2021-07-07,2021-08-06,2021-08-05,95886.68,USD,S,NT30
1800002860,1000,2021,001,C000169,DR,2021-11-16,2021-11-16,2021-12-16,2021-12-16,72344.37,USD,S,NT30
1800002861,1000,2021,001,C000157,DR,2021-05-05,2021-05-05,2021-06-04,2021-06-08,158296.34,USD,S,NT30
1800002862,1000,2022,001,C000186,DR,2022-03-21,2022-03-21,2022-04-04,2022-04-11,37067.24,USD,S,NT14
1800002863,1000,2022,001,C000160,DR,2022-01-23,2022-01-23,2022-04-23,2022-04-23,42726.31,USD,S,NT90
1800002864,1000,2022,001,C000065,DR,2022-09-16,2022-09-16,2022-10-16,2022-11-22,85009.69,USD,S,NT30
1800002865,1000,2021,001,C000003,DR,2021-03-28,2021-03-28,2021-04-27,2021-04-30,158187.08,USD,S,NT30
1800002866,1000,2022,001,C000142,DR,2022-04-15,2022-04-15,2022-05-30,2022-06-01,143337.76,USD,S,NT45
1800002867,1000,2023,001,C000047,DR,2023-05-16,2023-05-16,2023-06-15,2023-06-13,212376.29,USD,S,NT30
1800002868,1000,2023,001,C000199,DR,2023-10-25,2023-10-25,2023-11-08,2023-12-04,41337.87,USD,S,NT14
1800002869,1000,2023,001,C000132,DR,2023-07-11,2023-07-11,2023-07-25,2023-07-30,57826.27,USD,S,NT14
1800002870,1000,2021,001,C000061,DR,2021-05-10,2021-05-10,2021-06-09,2021-06-11,79902.68,USD,S,NT30
1800002871,1000,2021,001,C000088,DR,2021-10-01,2021-10-01,2021-10-31,2021-11-02,73547.73,USD,S,NT30
1800002872,1000,2023,001,C000134,DR,2023-06-12,2023-06-12,2023-09-10,2023-09-12,67600.63,USD,S,NT90
1800002873,1000,2021,001,C000128,DR,2021-04-15,2021-04-15,2021-05-30,2021-06-03,161516.43,USD,S,NT45
1800002874,1000,2023,001,C000010,DR,2023-10-03,2023-10-03,2023-11-17,2023-11-13,68540.78,USD,S,NT45
1800002875,1000,2021,001,C000069,DR,2021-04-24,2021-04-24,2021-06-08,2021-06-09,111779.7,USD,S,NT45
1800002876,1000,2022,001,C000117,DR,2022-06-17,2022-06-17,2022-08-16,2022-08-15,215838.81,USD,S,NT60
1800002877,1000,2021,001,C000032,DR,2021-12-30,2021-12-30,2022-03-30,2022-04-02,91428.05,USD,S,NT90
1800002878,1000,2023,001,C000011,DR,2023-10-17,2023-10-17,2023-12-01,2023-12-09,147143.02,USD,S,NT45
1800002879,1000,2021,001,C000055,DR,2021-10-24,2021-10-24,2022-01-22,2022-02-04,241415.98,USD,S,NT90
1800002880,1000,2022,001,C000022,DR,2022-06-06,2022-06-06,2022-07-21,2022-09-21,46787.66,USD,S,NT45
1800002881,1000,2021,001,C000042,DR,2021-08-10,2021-08-10,2021-10-09,2021-10-16,6752.17,USD,S,NT60
1800002882,1000,2023,001,C000170,DR,2023-11-02,2023-11-02,2023-11-16,2023-11-28,182215.33,USD,S,NT14
1800002883,1000,2023,001,C000026,DR,2023-10-07,2023-10-07,2023-11-21,2023-11-26,165843.61,USD,S,NT45
1800002884,1000,2024,001,C000172,DR,2024-04-22,2024-04-22,2024-06-06,2024-06-21,235168.9,USD,S,NT45
1800002885,1000,2024,001,C000026,DR,2024-05-02,2024-05-02,2024-06-16,2024-06-18,175473.54,USD,S,NT45
1800002886,1000,2024,001,C000176,DR,2024-06-14,2024-06-14,2024-06-28,2024-06-28,20936.12,USD,S,NT14
1800002887,1000,2023,001,C000120,DR,2023-01-29,2023-01-29,2023-02-28,2023-03-01,42560.71,USD,S,NT30
1800002888,1000,2023,001,C000175,DR,2023-01-29,2023-01-29,2023-04-29,2023-05-04,26649.32,USD,S,NT90
1800002889,1000,2022,001,C000113,DR,2022-10-08,2022-10-08,2022-12-07,2022-12-10,16884.31,USD,S,NT60
1800002890,1000,2021,001,C000154,DR,2021-09-11,2021-09-11,2021-11-10,2021-11-19,219794.05,USD,S,NT60
1800002891,1000,2023,001,C000166,DR,2023-03-06,2023-03-06,2023-05-05,2023-05-07,7564.86,USD,S,NT60
1800002892,1000,2021,001,C000073,DR,2021-03-02,2021-03-02,2021-04-01,2021-05-02,191484.1,USD,S,NT30
1800002893,1000,2021,001,C000003,DR,2021-11-27,2021-11-27,2021-12-27,2022-01-03,21729.55,USD,S,NT30
1800002894,1000,2022,001,C000016,DR,2022-04-03,2022-04-03,2022-06-02,2022-05-28,66350.61,USD,S,NT60
1800002895,1000,2022,001,C000030,DR,2022-04-03,2022-04-03,2022-05-03,2022-05-30,164053.34,USD,S,NT30
1800002896,1000,2022,001,C000115,DR,2022-04-08,2022-04-08,2022-07-07,2022-07-02,221482.36,USD,S,NT90
1800002897,1000,2024,001,C000169,DR,2024-05-02,2024-05-02,2024-06-01,2024-06-02,78033.29,USD,S,NT30
1800002898,1000,2021,001,C000137,DR,2021-01-04,2021-01-04,2021-01-18,2021-02-06,71759.64,USD,S,NT14
1800002899,1000,2022,001,C000045,DR,2022-01-22,2022-01-22,2022-04-22,2022-05-23,33688.0,USD,S,NT90
1800002900,1000,2022,001,C000026,DR,2022-08-28,2022-08-28,2022-10-12,2022-10-12,209790.93,USD,S,NT45
1800002901,1000,2023,001,C000139,DR,2023-01-11,2023-01-11,2023-04-11,2023-04-15,8114.25,USD,S,NT90
1800002902,1000,2021,001,C000159,DR,2021-01-04,2021-01-04,2021-03-05,2021-03-08,166223.73,USD,S,NT60
1800002903,1000,2021,001,C000129,DR,2021-07-28,2021-07-28,2021-08-11,2021-08-14,215231.84,USD,S,NT14
1800002904,1000,2023,001,C000182,DR,2023-03-14,2023-03-14,2023-03-28,2023-04-01,81975.13,USD,S,NT14
1800002905,1000,2022,001,C000044,DR,2022-03-15,2022-03-15,2022-06-13,2022-07-16,243770.4,USD,S,NT90
1800002906,1000,2023,001,C000162,DR,2023-12-30,2023-12-30,2024-02-13,2024-02-15,135605.46,USD,S,NT45
1800002907,1000,2022,001,C000088,DR,2022-04-13,2022-04-13,2022-05-13,2022-05-15,68831.19,USD,S,NT30
1800002908,1000,2021,001,C000159,DR,2021-04-04,2021-04-04,2021-06-03,2021-05-31,111766.39,USD,S,NT60
1800002909,1000,2022,001,C000166,DR,2022-05-19,2022-05-19,2022-07-18,2022-08-11,174708.1,USD,S,NT60
1800002910,1000,2023,001,C000064,DR,2023-02-22,2023-02-22,2023-05-23,2023-05-23,45082.12,USD,S,NT90
1800002911,1000,2021,001,C000188,DR,2021-06-14,2021-06-14,2021-07-29,2021-07-29,149798.47,USD,S,NT45
1800002912,1000,2023,001,C000182,DR,2023-06-09,2023-06-09,2023-06-23,2023-07-07,158130.83,USD,S,NT14
1800002913,1000,2022,001,C000118,DR,2022-09-22,2022-09-22,2022-11-06,2022-11-05,159326.93,USD,S,NT45
1800002914,1000,2024,001,C000141,DR,2024-04-23,2024-04-23,2024-07-22,2024-08-05,141432.14,USD,S,NT90
1800002915,1000,2024,001,C000138,DR,2024-04-03,2024-04-03,2024-05-03,2024-05-07,131341.49,USD,S,NT30
1800002916,1000,2022,001,C000110,DR,2022-11-04,2022-11-04,2022-12-04,2022-12-22,160242.53,USD,S,NT30
1800002917,1000,2022,001,C000114,DR,2022-12-11,2022-12-11,2023-01-10,2023-01-17,78105.67,USD,S,NT30
1800002918,1000,2024,001,C000116,DR,2024-05-18,2024-05-18,2024-07-02,2024-07-17,87444.91,USD,S,NT45
1800002919,1000,2021,001,C000188,DR,2021-02-01,2021-02-01,2021-03-18,2021-03-18,135377.36,USD,S,NT45
1800002920,1000,2021,001,C000101,DR,2021-07-05,2021-07-05,2021-07-19,2021-07-27,201372.23,USD,S,NT14
1800002921,1000,2023,001,C000082,DR,2023-01-17,2023-01-17,2023-01-31,2023-02-16,111023.22,USD,S,NT14
1800002922,1000,2021,001,C000167,DR,2021-10-12,2021-10-12,2021-10-26,2021-10-28,92080.05,USD,S,NT14
1800002923,1000,2023,001,C000179,DR,2023-01-23,2023-01-23,2023-03-09,2023-03-12,65691.95,USD,S,NT45
1800002924,1000,2021,001,C000069,DR,2021-04-28,2021-04-28,2021-06-12,2021-06-18,76589.66,USD,S,NT45
1800002925,1000,2022,001,C000188,DR,2022-11-06,2022-11-06,2022-12-21,2022-12-27,1022.99,USD,S,NT45
1800002926,1000,2021,001,C000012,DR,2021-09-07,2021-09-07,2021-09-21,2021-09-20,204029.57,USD,S,NT14
1800002927,1000,2021,001,C000185,DR,2021-09-21,2021-09-21,2021-10-21,2021-10-19,212138.68,USD,S,NT30
1800002928,1000,2021,001,C000007,DR,2021-09-28,2021-09-28,2021-12-27,2022-01-21,86627.34,USD,S,NT90
1800002929,1000,2022,001,C000015,DR,2022-01-19,2022-01-19,2022-02-02,2022-02-03,117830.29,USD,S,NT14
1800002930,1000,2022,001,C000173,DR,2022-07-15,2022-07-15,2022-07-29,2022-07-29,3070.96,USD,S,NT14
1800002931,1000,2021,001,C000200,DR,2021-07-19,2021-07-19,2021-09-02,2021-09-05,230600.01,USD,S,NT45
1800002932,1000,2021,001,C000181,DR,2021-08-21,2021-08-21,2021-10-20,2021-10-25,236792.42,USD,S,NT60
1800002933,1000,2022,001,C000122,DR,2022-09-01,2022-09-01,2022-09-15,2022-09-17,119789.7,USD,S,NT14
1800002934,1000,2021,001,C000156,DR,2021-05-21,2021-05-21,2021-06-20,2021-06-24,3274.02,USD,S,NT30
1800002935,1000,2022,001,C000159,DR,2022-12-01,2022-12-01,2023-01-30,2023-02-01,108178.39,USD,S,NT60
1800002936,1000,2024,001,C000178,DR,2024-04-30,2024-04-30,2024-05-14,2024-05-14,73937.73,USD,S,NT14
1800002937,1000,2023,001,C000013,DR,2023-08-10,2023-08-10,2023-10-09,2023-10-09,58572.63,USD,S,NT60
1800002938,1000,2023,001,C000087,DR,2023-12-06,2023-12-06,2024-02-04,2024-02-28,2797.28,USD,S,NT60
1800002939,1000,2023,001,C000096,DR,2023-06-14,2023-06-14,2023-09-12,2023-09-12,94037.33,USD,S,NT90
